IND,LINHA_CODI,CODIGO,SENTIDO,NOME,DISTANCIA,DATA_CRIA,DECADA,PRI_VIAG,ULT_VIAG,COD_AREA,TP_LINHA,EMPRESA1,EMPRESA2,CONSORCIO,SUBSISTEMA,FROTA,MED_UTIL,MED_SAB,MED_DOM,MAX_581,MAX_582,MAX_16191,MAX_16192,TOT_PART,TP_FROT1,QTD_FROT1,TP_FROT2,QTD_FROT2,TP_FROT3,QTD_FROT3,TP_FROT4,QTD_FROT4,CLASSE,PASS_DIN,PASS_BCOM,PASS_BMENS,PASS_BEST,PASS_BESM,PASS_BVT,PASS_BVTME,PASS_INMC,PASS_INMCM,PASS_PAGA,PASS_INBUS,PASS_GRAT,TOTAL_PASS,END_GAR,TRECH_LOG,MS_REF
1161,9051-10_1,9051-10,1,LAPA - PINHEIROS,11854.7,2012,2010,05:00,22:30,AREA 8,CONCESSAO,GATO PRETO,,CONS. SUDOESTE,SUBSISTEMA ESTRUTURAL,9,3847,1400,0,9,0,7,0,96,MINIÔNIBUS,7,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),5207,1612,1739,1315,1102,1191,164,4010,75,41656,3098,6238,78883,"Av. Cândido Portinari, 1.300",124,Setembro
1162,9070-10_1,9070-10,1,JD. ANTARTICA  - TERM. CASA VERDE,12209.52,1985,1980,04:40,23:20,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,3,595,497,424,2,2,2,2,27,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),2260,5128,389,528,469,4055,66,5,22,12922,4896,3175,20993,"Rua Maria Amália Lopes de Azevedo, 1.705",157,Setembro
1163,9070-10_2,9070-10,2,JD. ANTARTICA  - TERM. CASA VERDE,12407.77,1985,1980,05:20,00:00,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,3,595,497,424,2,2,2,2,27,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),2260,5128,389,528,469,4055,66,5,22,12922,4896,3175,20993,"Rua Maria Amália Lopes de Azevedo, 1.705",169,Setembro
1164,908T-10_1,908T-10,1,TERM. PQ. D.PEDRO II - BUTANTA,20931.07,2012,2010,05:00,00:00,AREA 3,CONCESSAO,EXPANDIR,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,15,11959,7510,3669,8,0,6,0,114,PADRON,15,,0,,0,,0,DIURNA  (D),1669,4940,5671,5640,2871,4716,448,1293,468,141307,9035,2409,255762,"Rua José de Alencar, 25",193,Setembro
1165,9090-10_1,9090-10,1,PQ. TIETE - TERM. CASA VERDE,6877.54,1992,1990,04:15,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,8,5407,3865,2800,7,7,6,6,100,MINIÔNIBUS,8,,0,,0,,0,DIURNA  (D),7385,2709,1886,2067,2153,2101,182,40,69,61895,4475,2462,131269,"Rua Andresa, 101",90,Setembro
1166,9090-10_2,9090-10,2,PQ. TIETE - TERM. CASA VERDE,8429.35,1992,1990,04:55,01:20,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,8,5407,3865,2800,7,7,6,6,99,MINIÔNIBUS,8,,0,,0,,0,DIURNA  (D),7385,2709,1886,2067,2153,2101,182,40,69,61895,4475,2462,131269,"Rua Andresa, 101",109,Setembro
1167,909T-10_1,909T-10,1,TERMINAL PINHEIROS - TERM. PQ. D.PEDRO II,18268.36,2014,2010,05:10,00:20,AREA 8,CONCESSAO,GATO PRETO,TRANSPASS,CONS. SUDOESTE,SUBSISTEMA ESTRUTURAL,8,3494,45,0,5,4,4,4,65,PADRON,8,,0,,0,,0,DIURNA  (D),6395,2267,2765,4271,1769,16009,133,3989,129,58139,3645,12932,107533,"Av. Cândido Portinari, 1.300",208,Setembro
1168,2008-41_2,2008-41,2,JD. MIRIAM - ITAIM PAULISTA,4953.34,2004,2000,04:25,00:40,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,9,8102,5719,2457,9,9,9,9,145,MINIÔNIBUS,9,,0,,0,,0,DIURNA  (D),1326,3554,2219,5815,4012,3527,119,2600,279,122536,4068,3772,200946,"Rua Tibúrcio de Souza, 2083",88,Setembro
1169,909T-10_2,909T-10,2,TERMINAL PINHEIROS - TERM. PQ. D.PEDRO II,10588.03,2014,2010,05:25,00:30,AREA 8,CONCESSAO,GATO PRETO,TRANSPASS,CONS. SUDOESTE,SUBSISTEMA ESTRUTURAL,8,3494,45,0,4,5,4,4,65,PADRON,8,,0,,0,,0,DIURNA  (D),6395,2267,2765,4271,1769,16009,133,3989,129,58139,3645,12932,107533,"Av. Cândido Portinari, 1.300",117,Setembro
1170,9162-10_1,9162-10,1,VILA PENTEADO - TERMINAL CASA VERDE,11111.48,1978,1970,04:30,22:50,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,3,1304,751,362,3,0,3,0,47,B-SICO,3,,0,,0,,0,DIURNA  (D),1879,6403,564,738,643,4916,57,4,11,15215,1046,6794,32476,"Av Eng Alexandre Mackenzie, 69",154,Setembro
1171,9166-10_1,9166-10,1,JD. SANTA CRUZ - T.T.V.N. CACHOEIRINHA,4580.84,1981,1980,04:30,00:10,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,4,1284,4,0,6,0,6,0,93,MINIÔNIBUS,4,,0,,0,,0,DIURNA  (D),659,5712,700,442,667,5022,72,30,9,13313,1189,4258,29462,"Rua Maria Amália Lopes de Azevedo, 1.705",48,Setembro
1172,917H-10_1,917H-10,1,TERMINAL PIRITUBA - METRÔ VILA MARIANA,25433.44,1978,1970,04:10,23:25,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,33,26676,14850,9530,12,10,8,9,141,PADRON,33,,0,,0,,0,DIURNA  (D),6828,1232,1180,2208,1145,9527,940,2743,387,360870,1775,6121,599652,"Rua Joaquim de Oliveira Freitas, 1122",261,Setembro
1173,917H-10_2,917H-10,2,TERMINAL PIRITUBA - METRÔ VILA MARIANA,25821.34,1978,1970,05:00,00:40,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,33,26676,14850,9530,10,12,9,8,147,PADRON,33,,0,,0,,0,DIURNA  (D),6828,1232,1180,2208,1145,9527,940,2743,387,360870,1775,6121,599652,"Rua Joaquim de Oliveira Freitas, 1122",278,Setembro
1174,917M-10_1,917M-10,1,MORRO GRANDE - METRÔ ANA ROSA,19647.29,1978,1970,04:30,23:15,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,20,10603,4922,2994,6,7,4,5,79,PADRON,20,,0,,0,,0,DIURNA  (D),1926,5230,4792,7607,3798,4644,364,5382,270,140223,6544,2978,235449,"Av Eng Alexandre Mackenzie, 69",184,Setembro
1175,917M-10_2,917M-10,2,MORRO GRANDE - METRÔ ANA ROSA,22131.6,1978,1970,05:40,00:30,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,20,10603,4922,2994,7,6,5,4,84,PADRON,20,,0,,0,,0,DIURNA  (D),1926,5230,4792,7607,3798,4644,364,5382,270,140223,6544,2978,235449,"Av Eng Alexandre Mackenzie, 69",225,Setembro
1176,917M-31_1,917M-31,1,MORRO GRANDE - METRÔ ANA ROSA,21324.61,1997,1990,05:00,07:44,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,5,0,0,0,4,0,0,3,8,PADRON,5,,0,,0,,0,DIURNA  (D),1781,5971,428,779,364,6665,15,212,24,16239,5706,1875,23820,"Av Eng Alexandre Mackenzie, 69",187,Setembro
1177,917M-31_2,917M-31,2,MORRO GRANDE - METRÔ ANA ROSA,23585.59,1997,1990,16:28,17:58,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,5,0,0,0,0,4,3,0,5,PADRON,5,,0,,0,,0,DIURNA  (D),1781,5971,428,779,364,6665,15,212,24,16239,5706,1875,23820,"Av Eng Alexandre Mackenzie, 69",220,Setembro
1178,9181-10_1,9181-10,1,VILA TEREZINHA - LAPA,11488.93,2003,2000,04:25,22:50,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,17147,12416,6762,12,12,12,12,200,MINIÔNIBUS,19,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),2870,9026,5776,8939,7898,8692,969,9576,212,239268,1404,6765,447344,"Rua Andresa, 101",132,Setembro
1179,2009-10_1,2009-10,1,JD. ROBRU - GUAIANAZES,6246.69,2003,2000,04:25,00:00,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,14,11474,8716,4978,15,13,13,13,191,MINIÔNIBUS,14,,0,,0,,0,DIURNA  (D),1202,5096,3943,6447,3454,4907,245,4853,671,175350,6493,3876,279044,"Rua Tibúrcio de Souza, 2083",74,Setembro
1180,9181-10_2,9181-10,2,VILA TEREZINHA - LAPA,11227.86,2003,2000,05:00,23:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,17147,12416,6762,12,12,12,12,200,MINIÔNIBUS,19,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),2870,9026,5776,8939,7898,8692,969,9576,212,239268,1404,6765,447344,"Rua Andresa, 101",126,Setembro
1181,9186-10_1,9186-10,1,COHAB N. BRASILANDIA - LAPA,10754.32,0,0,04:05,00:05,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),29488,103107,6668,6115,2873,97358,1400,16122,508,263639,117650,42794,32565,,110,Maio
1182,9186-10_2,9186-10,2,COHAB N. BRASILANDIA - LAPA,10652.58,0,0,04:40,00:40,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),29488,103107,6668,6115,2873,97358,1400,16122,508,263639,117650,42794,32565,,106,Maio
1183,9188-10_1,9188-10,1,CAPELA DA LAGOA  - LAPA,13958.58,2003,2000,04:30,23:20,AREA 1,CONCESSAO,MOBIBRASIL,TRANSCOOPER,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,11024,9671,6491,10,10,10,10,152,MINIÔNIBUS,20,,0,,0,,0,DIURNA  (D),2426,5523,3748,5746,5334,5261,487,9387,198,156985,8475,4927,291014,"Rua Andresa, 101",124,Setembro
1184,9188-10_2,9188-10,2,CAPELA DA LAGOA  - LAPA,15645.93,2003,2000,05:10,00:00,AREA 1,CONCESSAO,MOBIBRASIL,TRANSCOOPER,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,11024,9671,6491,10,10,10,10,152,MINIÔNIBUS,20,,0,,0,,0,DIURNA  (D),2426,5523,3748,5746,5334,5261,487,9387,198,156985,8475,4927,291014,"Rua Andresa, 101",131,Setembro
1185,9188-42_1,9188-42,1,CAPELA DA LAGOA - LAPA,14110.58,2007,2000,05:00,19:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,5,0,0,0,3,3,2,2,13,MINIÔNIBUS,5,,0,,0,,0,DIURNA  (D),273,1451,66,124,97,2027,2,319,2,4361,1123,554,6038,"Rua Andresa, 101",108,Setembro
1186,9188-42_2,9188-42,2,CAPELA DA LAGOA - LAPA,15158.98,2007,2000,05:40,20:10,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,5,0,0,0,3,3,2,2,13,MINIÔNIBUS,5,,0,,0,,0,DIURNA  (D),273,1451,66,124,97,2027,2,319,2,4361,1123,554,6038,"Rua Andresa, 101",117,Setembro
1187,9191-10_1,9191-10,1,JD. ELISA MARIA - BOM RETIRO,19382.95,2003,2000,04:00,23:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,38,24690,17312,9694,13,12,12,14,197,MINIÔNIBUS,36,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),4766,1064,8218,1299,1011,1081,1328,4968,581,345154,1688,8318,597220,"Rua Andresa, 101",207,Setembro
1188,9191-10_2,9191-10,2,JD. ELISA MARIA - BOM RETIRO,19881.91,2003,2000,05:00,00:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,38,24690,17312,9694,12,13,14,12,199,MINIÔNIBUS,36,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),4766,1064,8218,1299,1011,1081,1328,4968,581,345154,1688,8318,597220,"Rua Andresa, 101",215,Setembro
1189,9191-21_1,9191-21,1,BARRA FUNDA - BOM RETIRO,5659.36,2010,2010,06:00,07:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,3,0,0,0,6,0,0,0,9,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),479,488,192,148,136,684,8,3267,24,5426,9521,1060,16007,"Rua Andresa, 101",50,Setembro
1190,2009-10_2,2009-10,2,JD. ROBRU - GUAIANAZES,5867.18,2003,2000,04:50,00:45,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,14,11474,8716,4978,13,15,13,13,191,MINIÔNIBUS,14,,0,,0,,0,DIURNA  (D),1202,5096,3943,6447,3454,4907,245,4853,671,175350,6493,3876,279044,"Rua Tibúrcio de Souza, 2083",66,Setembro
1191,9300-10_1,9300-10,1,TERM. CASA VERDE - TERM. PQ. D.PEDRO II,12126.94,1980,1980,05:00,00:00,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,12,6855,3817,2289,7,7,6,6,82,B-SICO,0,PADRON,12,,0,,0,DIURNA  (D),9073,3430,3727,2604,2179,2154,401,1819,169,75815,7772,2362,177169,"Rua Elza Guimarães, 589",118,Setembro
1192,9300-10_2,9300-10,2,TERM. CASA VERDE - TERM. PQ. D.PEDRO II,10336.76,1980,1980,05:00,00:50,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,12,6855,3817,2289,7,7,6,6,88,B-SICO,0,PADRON,12,,0,,0,DIURNA  (D),9073,3430,3727,2604,2179,2154,401,1819,169,75815,7772,2362,177169,"Rua Elza Guimarães, 589",95,Setembro
1193,9301-10_1,9301-10,1,TERM. CASA VERDE - PAISSANDU,8075.12,1992,1990,04:35,00:20,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,11,7808,4651,1466,8,7,7,8,119,PADRON,11,,0,,0,,0,DIURNA  (D),1744,4065,3109,4493,2790,2816,448,3680,164,100952,4683,2259,170387,"Av. Domingos de Souza Marques, 450",80,Setembro
1194,9301-10_2,9301-10,2,TERM. CASA VERDE - PAISSANDU,8718.21,1992,1990,05:05,00:50,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,11,7808,4651,1466,7,8,8,7,119,PADRON,11,,0,,0,,0,DIURNA  (D),1744,4065,3109,4493,2790,2816,448,3680,164,100952,4683,2259,170387,"Av. Domingos de Souza Marques, 450",89,Setembro
1195,930P-10_1,930P-10,1,TERM. PQ.D.PEDRO II - TERM. PINHEIROS,12231.55,2012,2010,04:15,23:55,AREA 3,CONCESSAO,EXPANDIR,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,19,13002,7334,4807,9,8,7,8,128,PADRON,19,,0,,0,,0,DIURNA  (D),2321,6328,7272,6497,3601,5984,556,1658,578,181437,1110,3220,324737,"Rua José de Alencar, 25",121,Setembro
1196,930P-10_2,930P-10,2,TERM. PQ.D.PEDRO II - TERM. PINHEIROS,11425.24,2012,2010,04:40,23:55,AREA 3,CONCESSAO,EXPANDIR,,CONS. PLUS,SUBSISTEMA ESTRUTURAL,19,13002,7334,4807,8,9,8,7,126,PADRON,19,,0,,0,,0,DIURNA  (D),2321,6328,7272,6497,3601,5984,556,1658,578,181437,1110,3220,324737,"Rua José de Alencar, 25",120,Setembro
1197,9354-10_1,9354-10,1,TERMINAL CACHOEIRINHA - TERMINAL CORREIO,13955.34,1978,1970,04:30,00:20,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,15,7556,3637,1677,8,7,6,6,102,B-SICO,0,PADRON,15,,0,,0,DIURNA  (D),1669,3871,3329,4989,3489,3002,491,2221,161,100115,4892,2369,172726,"Rua Maria Amália Lopes de Azevedo, 1.705",167,Setembro
1198,9354-10_2,9354-10,2,TERMINAL CACHOEIRINHA - TERMINAL CORREIO,15104.75,1978,1970,05:20,01:00,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,15,7556,3637,1677,7,8,6,6,102,B-SICO,0,PADRON,15,,0,,0,DIURNA  (D),1669,3871,3329,4989,3489,3002,491,2221,161,100115,4892,2369,172726,"Rua Maria Amália Lopes de Azevedo, 1.705",179,Setembro
1199,938C-10_1,938C-10,1,COHAB TAIPAS - TERM. PRINC. ISABEL,21176.39,1984,1980,04:20,23:00,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,13,6910,3572,2241,6,4,4,5,67,B-SICO,12,PADRON,1,,0,,0,DIURNA  (D),1329,3373,2940,3822,4035,2975,347,2462,92,90485,3976,2758,157833,"Av. Domingos de Souza Marques, 450",205,Setembro
1200,938C-10_2,938C-10,2,COHAB TAIPAS - TERM. PRINC. ISABEL,20133.35,1984,1980,05:15,00:10,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,13,6910,3572,2241,4,6,5,4,67,B-SICO,12,PADRON,1,,0,,0,DIURNA  (D),1329,3373,2940,3822,4035,2975,347,2462,92,90485,3976,2758,157833,"Av. Domingos de Souza Marques, 450",194,Setembro
1201,2010-10_1,2010-10,1,JARDIM BRASIL - SHOPPING D,14392.61,2012,2010,04:05,00:10,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,13,8270,5767,3515,9,9,7,7,108,B-SICO,2,PADRON,11,,0,,0,DIURNA  (D),2253,4657,3465,6433,4272,3451,203,9383,187,127573,4918,3217,208934,"Av. João Simão de Castro, 50",186,Setembro
1202,938L-10_1,938L-10,1,T.T.V.N.CACHOEIRINHA - LAPA,7725.17,1996,1990,04:30,23:45,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,9,10159,6210,2424,9,10,9,9,128,PADRON (15 M),3,PADRON,6,,0,,0,DIURNA  (D),1474,3721,3476,3140,3509,4168,383,1430,111,118573,1071,2506,250832,"Av Eng Alexandre Mackenzie, 69",73,Setembro
1203,938L-10_2,938L-10,2,T.T.V.N.CACHOEIRINHA - LAPA,7157.97,1996,1990,04:57,23:22,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,9,10159,6210,2424,10,9,9,9,127,PADRON (15 M),3,PADRON,6,,0,,0,DIURNA  (D),1474,3721,3476,3140,3509,4168,383,1430,111,118573,1071,2506,250832,"Av Eng Alexandre Mackenzie, 69",67,Setembro
1204,938P-10_1,938P-10,1,JD. TEREZA - METRÔ BARRA FUNDA,15388.11,1978,1970,04:20,23:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,9343,7084,3624,8,8,8,8,120,MINIÔNIBUS,13,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1733,4816,3474,7566,4619,4986,307,1668,149,148156,6452,3376,246450,"Rua Andresa, 101",175,Setembro
1205,938P-10_2,938P-10,2,JD. TEREZA - METRÔ BARRA FUNDA,13940.6,1978,1970,05:10,00:20,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,9343,7084,3624,8,8,8,8,120,MINIÔNIBUS,13,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1733,4816,3474,7566,4619,4986,307,1668,149,148156,6452,3376,246450,"Rua Andresa, 101",152,Setembro
1206,938P-21_1,938P-21,1,VILA PENTEADO - METRÔ BARRA FUNDA,14099.29,2011,2010,05:00,06:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,4,0,0,0,2,0,0,0,4,MINIÔNIBUS,4,,0,,0,,0,DIURNA  (D),247,1269,80,125,76,1610,6,60,2,3475,717,441,4633,"Rua Andresa, 101",153,Setembro
1207,938V-10_1,938V-10,1,JD. VISTA ALEGRE - METRÔ BARRA FUNDA,18548.83,1978,1970,03:40,23:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,36,20810,16422,9458,15,12,11,12,193,MINIÔNIBUS,29,MIDIÔNIBUS,7,,0,,0,DIURNA  (D),3464,9130,8274,1094,1067,7868,783,2015,311,255768,1450,8219,483057,"Rua Andresa, 101",240,Setembro
1208,938V-10_2,938V-10,2,JD. VISTA ALEGRE - METRÔ BARRA FUNDA,19384.17,1978,1970,04:40,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,36,20810,16422,9458,12,15,12,11,193,MINIÔNIBUS,29,MIDIÔNIBUS,7,,0,,0,DIURNA  (D),3464,9130,8274,1094,1067,7868,783,2015,311,255768,1450,8219,483057,"Rua Andresa, 101",246,Setembro
1209,948A-10_1,948A-10,1,VILA ZATT - METRÔ BARRA FUNDA,14796.27,2004,2000,05:00,22:40,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,7,5457,2809,2216,4,4,3,4,52,B-SICO,6,PADRON,1,,0,,0,DIURNA  (D),9566,2561,2039,4039,2332,2257,274,6250,97,72788,2779,1665,117237,"Rua Joaquim de Oliveira Freitas, 1122",139,Setembro
1210,948A-10_2,948A-10,2,VILA ZATT - METRÔ BARRA FUNDA,14032.37,2004,2000,05:45,23:30,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,7,5457,2809,2216,4,4,4,3,52,B-SICO,6,PADRON,1,,0,,0,DIURNA  (D),9566,2561,2039,4039,2332,2257,274,6250,97,72788,2779,1665,117237,"Rua Joaquim de Oliveira Freitas, 1122",133,Setembro
1211,9500-10_1,9500-10,1,TERM. CACHOEIRINHA - PAISSANDU,11737.74,1991,1990,04:15,23:45,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,21,12165,8333,4699,12,8,7,12,134,PADRON,21,,0,,0,,0,DIURNA  (D),2423,5728,5906,5685,4600,4956,918,3853,214,152251,1036,3678,292653,"Av. Domingos de Souza Marques, 450",112,Setembro
1212,2010-10_2,2010-10,2,JARDIM BRASIL - SHOPPING D,13757.05,2012,2010,04:45,00:50,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,13,8270,5767,3515,9,9,7,7,108,B-SICO,2,PADRON,11,,0,,0,DIURNA  (D),2253,4657,3465,6433,4272,3451,203,9383,187,127573,4918,3217,208934,"Av. João Simão de Castro, 50",185,Setembro
1213,9500-10_2,9500-10,2,TERM. CACHOEIRINHA - PAISSANDU,11218.73,1991,1990,04:20,23:40,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,21,12165,8333,4699,8,12,12,7,133,PADRON,21,,0,,0,,0,DIURNA  (D),2423,5728,5906,5685,4600,4956,918,3853,214,152251,1036,3678,292653,"Av. Domingos de Souza Marques, 450",112,Setembro
1214,9501-10_1,9501-10,1,T.T.V.N.CACHOEIRINHA - PAISSANDU,12591.13,1991,1990,04:30,23:20,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,28,21887,12486,4050,16,10,13,16,176,ARTICULADO (23 M),14,PADRON,3,ARTICULADO,11,,0,DIURNA  (D),3403,1018,9927,1003,9388,9457,1947,6232,409,268363,2036,5082,522800,"Av. Domingos de Souza Marques, 450",104,Setembro
1215,9501-10_2,9501-10,2,T.T.V.N.CACHOEIRINHA - PAISSANDU,12492.03,1991,1990,05:10,00:00,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,28,21887,12486,4050,10,16,16,13,162,ARTICULADO (23 M),14,PADRON,3,ARTICULADO,11,,0,DIURNA  (D),3403,1018,9927,1003,9388,9457,1947,6232,409,268363,2036,5082,522800,"Av. Domingos de Souza Marques, 450",99,Setembro
1216,9501-21_1,9501-21,1,T.T.V.N.CACHOEIRINHA - TERM.PRINCESA ISABEL,11506.86,2002,2000,05:30,07:02,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,7,0,0,0,6,0,0,0,9,PADRON,3,ARTICULADO,4,,0,,0,DIURNA  (D),197,784,200,81,141,863,81,15,1,2363,9772,570,12705,"Av. Domingos de Souza Marques, 450",92,Setembro
1217,957T-10_1,957T-10,1,COHAB TAIPAS - ITAIM BIBI,32117.45,2002,2000,04:00,22:00,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,16,10206,4187,2263,6,4,3,5,55,PADRON,16,,0,,0,,0,DIURNA  (D),2025,4665,3580,5430,4208,4488,316,7844,188,133357,6249,2628,222139,"Av. Domingos de Souza Marques, 450",317,Setembro
1218,957T-10_2,957T-10,2,COHAB TAIPAS - ITAIM BIBI,32236.52,2002,2000,05:00,23:35,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,16,10206,4187,2263,4,6,5,3,58,PADRON,16,,0,,0,,0,DIURNA  (D),2025,4665,3580,5430,4208,4488,316,7844,188,133357,6249,2628,222139,"Av. Domingos de Souza Marques, 450",327,Setembro
1219,958P-10_1,958P-10,1,JD. NARDINI - ITAIM BIBI,29171.99,1982,1980,04:40,22:15,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,12,6959,2172,956,5,3,3,4,50,B-SICO,11,PADRON,1,,0,,0,DIURNA  (D),1759,3178,2099,5034,2733,3024,152,6193,122,95953,3701,1247,145441,"Av. Domingos de Souza Marques, 450",256,Setembro
1220,958P-10_2,958P-10,2,JD. NARDINI - ITAIM BIBI,26627.86,1982,1980,05:30,23:40,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,12,6959,2172,956,3,5,4,3,50,B-SICO,11,PADRON,1,,0,,0,DIURNA  (D),1759,3178,2099,5034,2733,3024,152,6193,122,95953,3701,1247,145441,"Av. Domingos de Souza Marques, 450",246,Setembro
